Branch,Component,Gender,abdominalextensiondepthsitting,acromialheight,acromionradialelength,anklecircumference,thumbtipreach,tibialheight,tragiontopofhead,trochanterionheight,verticaltrunkcircumferenceusa,waistbacklength,waistbreadth,waistcircumference,waistdepth,waistfrontlengthsitting,waistheightomphalion,wristcircumference,wristheight,weight_kg,stature_m,BMI,BMI_class,Height_class,
667,Combat Support,Army National Guard,Female,182,1280,283,145,716,422,121,803,1450,399,260,695,159,328,951,145,765,50.3,1.568,20.45859798,Normal,Normal
668,Combat Service Support,Army National Guard,Female,224,1252,292,153,667,421,131,829,1445,391,270,807,204,381,904,150,729,54.7,1.555,22.62176777,Normal,Normal
669,Combat Service Support,Regular Army,Female,245,1337,312,169,747,434,125,833,1580,470,312,918,226,411,970,153,789,68.8,1.645,25.42474663,Overweight,Normal
670,Combat Service Support,Regular Army,Female,196,1345,317,160,820,475,114,901,1439,400,264,750,184,349,1039,155,778,60.4,1.631,22.70539264,Normal,Normal
671,Combat Support,Regular Army,Female,238,1299,289,167,702,429,124,809,1573,457,308,881,220,340,913,149,802,66.9,1.563,27.38471098,Overweight,Normal
672,Combat Support,Regular Army,Female,214,1296,308,157,729,429,118,832,1498,386,294,806,189,318,968,154,747,59.9,1.566,24.42549124,Normal,Normal
673,Combat Service Support,Army National Guard,Female,227,1320,328,165,765,452,125,857,1450,382,288,875,211,359,989,145,744,61.6,1.585,24.52009673,Normal,Normal
674,Combat Support,Army National Guard,Female,228,1245,285,151,695,411,122,779,1465,374,260,798,204,334,903,143,742,54.8,1.518,23.78137797,Normal,Small
675,Combat Service Support,Army National Guard,Female,199,1313,310,159,735,463,117,885,1426,367,246,716,184,316,1007,159,749,60.4,1.59,23.89145999,Normal,Normal
676,Combat Service Support,Regular Army,Female,224,1196,267,158,651,398,119,763,1448,417,283,829,217,321,878,146,728,51.9,1.462,24.2813379,Normal,Small
677,Combat Service Support,Army National Guard,Female,239,1302,305,161,750,421,125,800,1563,454,326,943,238,366,927,154,770,64,1.599,25.03127932,Overweight,Normal
678,Combat Service Support,Regular Army,Female,193,1391,308,165,732,469,120,886,1595,411,293,834,189,356,1030,157,881,66.9,1.665,24.13224035,Normal,Normal
679,Combat Service Support,Regular Army,Female,261,1402,338,178,780,482,129,889,1600,474,322,958,251,374,1021,153,820,79.1,1.712,26.98789196,Overweight,Tall
680,Combat Service Support,Army National Guard,Female,214,1343,305,150,728,463,125,868,1495,415,275,796,193,357,1019,146,819,59.8,1.634,22.39737284,Normal,Normal
681,Combat Service Support,Army National Guard,Female,228,1338,316,181,710,458,136,871,1591,409,284,865,220,344,1004,162,805,73.6,1.628,27.76956094,Overweight,Normal
682,Combat Service Support,Regular Army,Female,298,1367,305,188,798,472,127,872,1643,457,333,1052,308,361,995,161,804,82.5,1.625,31.24260355,Overweight,Normal
683,Combat Support,Regular Army,Female,219,1393,323,170,770,469,122,872,1625,432,324,881,200,358,1029,159,827,75.6,1.718,25.61388625,Overweight,Tall
684,Combat Support,Regular Army,Female,214,1307,307,156,716,440,117,816,1523,419,259,767,198,366,972,149,773,59.5,1.604,23.12641091,Normal,Normal
685,Combat Support,Army National Guard,Female,282,1456,328,177,745,495,137,925,1670,445,355,978,236,379,1071,160,889,86.3,1.748,28.24411292,Overweight,Tall
686,Combat Service Support,Army National Guard,Female,246,1341,310,166,750,473,133,879,1574,445,310,936,233,380,988,161,789,68.6,1.65,25.19742883,Overweight,Normal
687,Combat Service Support,Regular Army,Female,243,1355,326,173,740,446,140,851,1650,489,337,970,241,389,980,164,810,76.3,1.679,27.06594193,Overweight,Normal
688,Combat Service Support,Regular Army,Female,234,1360,321,171,726,449,124,874,1595,409,329,904,213,344,994,160,816,72.5,1.635,27.12079978,Overweight,Normal
689,Combat Service Support,Regular Army,Female,214,1355,327,156,742,465,124,875,1533,430,268,783,201,395,1016,158,768,63.9,1.673,22.83016111,Normal,Normal
690,Combat Service Support,Regular Army,Female,179,1344,306,163,676,444,125,863,1467,415,281,772,171,351,1002,146,805,55.9,1.643,20.70792966,Normal,Normal
691,Combat Service Support,Regular Army,Female,264,1404,332,183,815,475,129,890,1617,450,326,960,252,356,1035,149,830,76.4,1.691,26.71813521,Overweight,Normal
692,Combat Support,Regular Army,Female,221,1366,324,172,734,473,137,909,1541,413,311,871,198,347,1025,155,797,69.9,1.672,25.00372015,Overweight,Normal
693,Combat Service Support,Regular Army,Female,205,1335,305,170,762,440,126,857,1528,449,299,825,182,380,977,152,788,63,1.638,23.48079271,Normal,Normal
694,Combat Service Support,Regular Army,Female,184,1345,316,158,783,455,128,856,1501,437,249,734,182,361,1010,154,798,60.6,1.676,21.57369803,Normal,Normal
695,Combat Service Support,Army National Guard,Female,222,1360,310,169,761,459,123,881,1542,425,293,852,203,378,997,159,810,68,1.655,24.82635244,Normal,Normal
696,Combat Service Support,Regular Army,Female,200,1372,319,164,736,465,146,860,1557,445,284,813,191,387,990,151,819,65.4,1.675,23.3103141,Normal,Normal
697,Combat Service Support,Army National Guard,Female,204,1230,279,164,651,408,129,799,1420,385,266,765,175,315,910,146,718,53.8,1.508,23.65808526,Normal,Small
698,Combat Service Support,Regular Army,Female,279,1376,320,164,742,454,127,852,1655,460,323,955,244,392,972,157,818,73.1,1.679,25.93080413,Overweight,Normal
699,Combat Service Support,Regular Army,Female,234,1379,322,176,748,456,128,874,1625,444,314,882,210,379,1023,150,804,76.6,1.692,26.75642294,Overweight,Normal
700,Combat Service Support,Regular Army,Female,220,1323,306,156,752,430,118,841,1490,450,273,800,198,384,958,155,794,57.7,1.631,21.69041648,Normal,Normal
701,Combat Service Support,Army National Guard,Female,213,1240,281,164,706,412,120,761,1482,404,284,827,194,362,902,151,745,59.8,1.533,25.44584482,Overweight,Small
702,Combat Service Support,Army National Guard,Female,252,1278,302,159,713,432,130,825,1501,407,302,887,224,355,963,154,778,68.6,1.563,28.08058555,Overweight,Normal
703,Combat Service Support,Army National Guard,Female,199,1363,329,181,745,458,140,870,1537,392,292,830,196,335,1033,161,789,70.8,1.655,25.84861401,Overweight,Normal
704,Combat Service Support,Regular Army,Female,213,1201,257,150,637,380,136,745,1402,397,242,697,189,327,861,140,736,48.8,1.496,21.80502731,Normal,Small
705,Combat Service Support,Regular Army,Female,225,1475,328,170,728,500,126,941,1626,448,303,857,210,325,1117,165,889,76.6,1.777,24.2579398,Normal,Tall
706,Combat Service Support,Regular Army,Female,228,1252,289,163,665,424,120,792,1468,412,255,788,204,376,905,145,737,58.3,1.546,24.39212155,Normal,Small
707,Combat Service Support,Army National Guard,Female,233,1394,325,169,766,493,133,912,1589,420,325,936,249,357,1031,157,825,68.5,1.685,24.12630207,Normal,Normal
708,Combat Service Support,Regular Army,Female,210,1312,307,163,713,440,131,832,1478,403,277,768,181,324,986,151,765,58.5,1.608,22.62474939,Normal,Normal
709,Combat Service Support,Army National Guard,Female,207,1340,309,174,738,468,127,867,1564,446,295,833,205,342,993,162,780,71.9,1.632,26.99532632,Overweight,Normal
710,Combat Service Support,Regular Army,Female,213,1373,322,175,799,474,134,906,1527,415,280,802,193,349,1065,156,804,64.9,1.69,22.723294,Normal,Normal
711,Combat Service Support,Army National Guard,Female,197,1348,322,160,763,456,119,858,1466,401,256,742,182,339,1023,155,801,58.3,1.655,21.28494629,Normal,Normal
712,Combat Service Support,Regular Army,Female,236,1301,315,170,735,430,130,847,1499,388,290,850,199,345,959,155,759,64.8,1.574,26.15565196,Overweight,Normal
713,Combat Service Support,Regular Army,Female,198,1360,311,147,757,460,137,863,1489,413,270,758,182,321,1022,153,799,56.4,1.659,20.49209365,Normal,Normal
714,Combat Service Support,Army National Guard,Female,190,1241,283,139,638,410,113,767,1421,398,239,706,168,346,914,145,741,47.8,1.541,20.12901943,Normal,Small
715,Combat Service Support,Regular Army,Female,193,1375,322,152,804,474,135,885,1507,395,267,775,188,347,1051,157,790,59.1,1.675,21.06482513,Normal,Normal
716,Combat Service Support,Regular Army,Female,226,1339,297,165,735,434,128,854,1574,467,320,912,214,372,960,147,797,66.5,1.652,24.36697172,Normal,Normal
717,Combat Service Support,Army National Guard,Female,244,1300,308,168,721,428,121,829,1555,416,307,886,226,345,938,149,763,64.9,1.593,25.57485294,Overweight,Normal
718,Combat Service Support,Army National Guard,Female,189,1304,295,146,665,434,117,803,1475,402,278,755,179,341,939,147,798,51.2,1.565,20.90457185,Normal,Normal
719,Combat Support,Regular Army,Female,215,1256,275,143,681,415,133,793,1441,420,256,765,195,353,910,142,755,49.6,1.53,21.1884318,Normal,Small
720,Combat Service Support,Regular Army,Female,240,1322,292,180,753,437,127,829,1535,386,309,897,218,382,986,154,786,74.4,1.6,29.0625,Overweight,Normal
721,Combat Service Support,Regular Army,Female,228,1313,299,162,762,446,135,867,1510,439,287,868,229,357,975,164,772,68,1.615,26.07137038,Overweight,Normal
722,Combat Arms,Regular Army,Female,218,1270,298,155,724,438,115,841,1401,410,265,790,203,317,950,146,740,50.6,1.557,20.87244338,Normal,Normal
723,Combat Service Support,Army National Guard,Female,191,1372,325,156,763,460,128,861,1562,434,274,785,184,359,1018,150,799,59.1,1.679,20.96457625,Normal,Normal
724,Combat Service Support,Army National Guard,Female,210,1372,315,174,815,452,127,861,1593,450,304,864,206,352,1009,161,808,71.2,1.662,25.77614432,Overweight,Normal
725,Combat Support,Army National Guard,Female,265,1388,330,187,772,453,120,886,1650,434,332,967,253,419,1008,166,817,84.4,1.696,29.34207013,Overweight,Normal
726,Combat Service Support,Regular Army,Female,214,1353,324,144,811,476,120,904,1479,406,267,760,185,328,1027,151,757,54.7,1.657,19.92243,Normal,Normal
727,Combat Service Support,Regular Army,Female,197,1196,267,152,645,395,130,758,1442,422,260,726,174,327,867,147,723,48.7,1.495,21.78946544,Normal,Small
728,Combat Service Support,Army National Guard,Female,214,1350,318,157,733,454,122,869,1543,438,298,842,204,365,985,150,793,61.2,1.644,22.64372103,Normal,Normal
729,Combat Service Support,Army National Guard,Female,234,1346,317,178,737,464,120,857,1543,426,292,865,228,367,981,167,798,72.2,1.652,26.4555693,Overweight,Normal
730,Combat Service Support,Regular Army,Female,241,1301,299,164,721,440,119,828,1507,429,309,888,214,379,927,142,767,56.7,1.566,23.1206236,Normal,Normal
731,Combat Support,Army National Guard,Female,219,1340,308,173,761,465,120,874,1511,456,275,819,214,353,976,165,781,68.8,1.653,25.17924659,Overweight,Normal
732,Combat Service Support,Regular Army,Female,184,1314,289,149,684,423,129,804,1472,423,264,739,176,355,949,146,796,54.2,1.604,21.06641128,Normal,Normal
733,Combat Service Support,Army National Guard,Female,213,1296,292,173,666,426,120,801,1517,397,274,805,198,335,955,159,770,61.1,1.594,24.04720336,Normal,Normal
734,Combat Support,Regular Army,Female,233,1331,305,166,771,450,133,831,1595,432,317,880,204,369,976,147,794,67.2,1.627,25.38599366,Overweight,Normal
735,Combat Service Support,Regular Army,Female,220,1423,322,174,798,481,116,910,1592,410,285,810,192,361,1083,162,845,74.9,1.729,25.05485139,Overweight,Tall
736,Combat Service Support,Army National Guard,Female,221,1297,300,158,709,427,128,837,1489,451,280,803,202,351,940,149,779,58.5,1.602,22.79454053,Normal,Normal
737,Combat Service Support,Army National Guard,Female,214,1330,314,164,692,444,118,868,1508,404,289,787,199,351,970,149,777,60.5,1.615,23.19585158,Normal,Normal
738,Combat Service Support,Army National Guard,Female,201,1351,303,163,691,441,128,839,1547,433,285,787,184,356,983,151,821,60.1,1.645,22.20969873,Normal,Normal
739,Combat Service Support,Army National Guard,Female,221,1345,305,164,695,441,118,828,1531,446,268,821,207,374,953,152,809,62.1,1.623,23.5751552,Normal,Normal
740,Combat Service Support,Army National Guard,Female,205,1316,301,168,754,431,117,842,1483,396,255,723,179,309,995,153,790,60.9,1.595,23.938444,Normal,Normal
741,Combat Support,Army National Guard,Female,164,1195,265,152,713,390,121,733,1388,361,211,628,152,328,890,144,711,47,1.48,21.45726808,Normal,Small
742,Combat Service Support,Army National Guard,Female,255,1359,329,178,800,479,128,935,1545,428,333,951,240,384,997,160,775,78.6,1.696,27.32567195,Overweight,Normal
743,Combat Service Support,Army National Guard,Female,216,1397,322,171,775,475,125,912,1557,430,289,857,221,362,1029,157,840,72.5,1.68,25.68735828,Overweight,Normal
744,Combat Service Support,Army National Guard,Female,205,1298,306,157,689,415,112,830,1451,388,255,726,182,333,964,146,767,51.6,1.59,20.41058502,Normal,Normal
745,Combat Service Support,Army National Guard,Female,185,1232,271,147,665,390,133,769,1442,395,253,700,169,347,882,144,744,50.1,1.529,21.43002882,Normal,Small
746,Combat Service Support,Army National Guard,Female,252,1298,300,162,696,412,121,823,1502,404,284,860,225,357,927,147,778,62.6,1.551,26.02260308,Overweight,Normal
747,Combat Service Support,Army National Guard,Female,230,1407,335,175,817,475,125,908,1573,439,291,832,220,382,1053,163,819,78.7,1.709,26.94577052,Overweight,Tall
748,Combat Service Support,Army National Guard,Female,205,1296,289,147,756,421,117,845,1513,432,284,818,200,349,944,148,790,57.2,1.589,22.65417413,Normal,Normal
749,Combat Support,Army National Guard,Female,221,1326,326,164,795,449,120,895,1507,396,276,813,199,331,999,144,767,67,1.616,25.65618567,Overweight,Normal
750,Combat Service Support,Army National Guard,Female,171,1360,300,141,698,438,131,798,1533,421,257,705,159,341,979,152,840,53.5,1.643,19.81885933,Normal,Normal
751,Combat Service Support,Army National Guard,Female,206,1316,302,165,747,437,114,859,1481,386,254,768,190,315,977,150,761,63.8,1.587,25.33184519,Overweight,Normal
752,Combat Service Support,Army National Guard,Female,224,1383,343,181,772,442,141,898,1595,428,266,779,202,357,1031,161,796,75.2,1.691,26.29847864,Overweight,Normal
753,Combat Service Support,Army National Guard,Female,194,1262,282,166,679,415,124,824,1417,414,238,699,180,315,929,146,753,51.9,1.558,21.38121847,Normal,Normal
754,Combat Service Support,Army National Guard,Female,218,1331,321,166,741,436,134,853,1511,386,257,768,197,313,996,149,761,60.2,1.611,23.19558929,Normal,Normal
755,Combat Service Support,Army National Guard,Female,220,1424,346,175,799,472,123,957,1510,442,319,898,209,362,1044,157,825,70.1,1.724,23.58541352,Normal,Tall
756,Combat Service Support,Army National Guard,Female,229,1340,305,185,783,438,137,845,1639,433,317,900,218,359,963,169,798,78.2,1.623,29.68723248,Overweight,Normal
757,Combat Service Support,Army National Guard,Female,209,1373,315,151,758,434,135,878,1569,441,283,791,183,354,1007,162,830,61.1,1.686,21.49443678,Normal,Normal
758,Combat Service Support,Regular Army,Female,230,1282,307,150,727,404,127,816,1530,444,305,895,238,402,903,150,767,63.1,1.587,25.05390958,Overweight,Normal
759,Combat Service Support,Regular Army,Female,192,1260,293,148,752,384,136,771,1457,418,255,710,173,345,893,146,729,54,1.546,22.59304569,Normal,Small
760,Combat Service Support,Army National Guard,Female,239,1378,321,171,788,475,129,956,1486,419,277,827,219,345,1042,155,813,61.9,1.682,21.87956413,Normal,Normal
761,Combat Service Support,Regular Army,Female,212,1224,283,161,722,407,117,779,1457,406,278,812,203,335,901,144,723,57.7,1.519,25.00692349,Overweight,Small
762,Combat Service Support,Regular Army,Female,212,1344,315,172,754,448,120,876,1503,417,277,808,219,345,1000,154,794,67.3,1.631,25.29922061,Overweight,Normal
763,Combat Service Support,Regular Army,Female,212,1247,288,164,665,426,130,793,1451,369,285,789,196,295,935,147,734,60.8,1.525,26.14350981,Overweight,Small
764,Combat Support,Regular Army,Female,284,1350,321,194,758,449,131,840,1688,455,389,1092,274,354,970,167,807,90.5,1.657,32.96124159,Overweight,Normal
765,Combat Support,Regular Army,Female,216,1333,308,171,747,455,126,874,1517,409,278,815,190,332,1024,157,794,68.2,1.653,24.95966014,Normal,Normal
766,Combat Support,Regular Army,Female,254,1192,265,170,614,367,126,731,1503,404,322,937,234,372,840,150,736,68.3,1.447,32.61997632,Overweight,Small
767,Combat Support,Regular Army,Female,276,1357,319,188,741,456,133,880,1611,455,334,1040,283,351,978,158,813,77.8,1.615,29.82871493,Overweight,Normal
768,Combat Support,Regular Army,Female,221,1427,336,148,759,464,125,904,1585,445,297,854,197,364,1062,156,867,64.8,1.732,21.60126727,Normal,Tall
769,Combat Support,Regular Army,Female,272,1455,344,203,798,476,127,913,1811,473,385,1076,270,399,1026,172,882,108.2,1.733,36.02716888,Overweight,Tall
770,Combat Service Support,Regular Army,Female,284,1455,342,197,813,480,128,913,1734,467,364,1031,240,363,1059,163,868,87.5,1.76,28.24767562,Overweight,Tall
771,Combat Support,Regular Army,Female,230,1353,322,170,773,441,128,868,1567,409,332,930,215,349,1012,166,803,78.8,1.669,28.28873609,Overweight,Normal
772,Combat Support,Regular Army,Female,260,1322,321,191,740,461,122,852,1558,427,333,976,264,352,971,157,752,84.4,1.602,32.88648241,Overweight,Normal
773,Combat Support,Regular Army,Female,259,1323,305,153,703,428,121,834,1549,438,333,916,227,373,933,147,800,66.7,1.611,25.70009644,Overweight,Normal
774,Combat Service Support,Regular Army,Female,240,1308,331,169,766,453,118,881,1513,400,310,927,226,362,996,160,760,74.9,1.607,29.00347693,Overweight,Normal
775,Combat Service Support,Regular Army,Female,296,1298,308,196,718,427,127,821,1564,398,354,1032,239,345,958,158,778,82.7,1.582,33.04399526,Overweight,Normal
776,Combat Support,Regular Army,Female,222,1344,306,164,770,443,123,850,1561,431,343,925,209,343,983,152,811,69.5,1.636,25.96678643,Overweight,Normal
777,Combat Service Support,Army National Guard,Female,240,1390,325,170,777,454,125,903,1579,440,314,889,212,378,1025,170,817,69.7,1.702,24.06099964,Normal,Tall
778,Combat Support,Army Reserve,Female,192,1309,315,152,775,440,124,857,1458,388,243,708,165,318,994,155,745,52.8,1.591,20.8590038,Normal,Normal
779,Combat Support,Regular Army,Female,272,1422,323,170,758,452,120,906,1634,453,320,925,239,397,1045,164,864,78.5,1.724,26.41162569,Overweight,Tall
